"GRID_ID","HURR_FCTR","NONHURR_FCTR"
"0423307766",0.0772,1.0918
"0423307767",0.0772,1.0918
"0423307768",0.0772,1.0918
"0423307769",0.0772,1.1241
"0423307770",0.0772,1.1241
"0423307771",0.0772,1.1241
"0423307772",0.0772,1.1787
"0423307773",0.0772,1.1504
"0423307774",0.0772,1.1463
"0423307775",0.0772,1.1463
"0423307776",0.0772,1.1463
"0423307777",0.0772,1.1463
"0423307778",0.0772,1.1463
"0423307779",0.0772,1.1463
"0423307780",0.0772,1.1463
"0423307781",0.0772,1.1807
"0423307782",0.0772,1.1463
"0423307783",0.0772,1.216
"0423307784",0.0772,1.2787
"0423307785",0.0772,1.2675
"0423307786",0.0772,1.2544
"0423307787",0.0772,1.2453
"0423307788",0.0772,1.2352
"0423307789",0.0772,1.2231
"0423307790",0.0772,1.215
"0423307791",0.0772,1.2039
"0423307792",0.0772,1.216
"0423307793",0.0772,1.216
"0423307794",0.0772,1.1807
"0423307795",0.0772,1.216
"0423307796",0.0772,1.1807
"0423307797",0.0772,1.1463
"0423307798",0.0772,1.1463
"0423307799",0.0772,1.1463
"0423307800",0.0772,1.1463
"0423307801",0.0772,1.1453
"0423307802",0.0772,1.1453
"0423307803",0.0772,1.1453
"0423307804",0.0772,1.1453
"0423307805",0.0772,1.1463
"0423307806",0.0772,1.1463
"0423307807",0.0772,1.1463
"0423307808",0.0772,1.1463
"0423307809",0.0772,1.1453
"0423307810",0.0772,1.112
"0423307811",0.0772,1.1453
"0423307812",0.0772,1.112
"0423307813",0.0772,1.1453
"0423307814",0.0772,1.1009
"0423307815",0.0772,1.107
"0423307816",0.0772,1.116
"0423307817",0.0772,1.112
"0423307818",0.0772,1.1463
"0423307819",0.0772,1.1463
"0423307820",0.0772,1.1463
"0423307821",0.0772,1.1463
"0423307822",0.0772,1.1463
"0423307823",0.0772,1.1463
"0423307824",0.0772,1.1463
"0423307825",0.0772,1.1463
"0423307826",0.0772,1.1463
"0423307827",0.0772,1.1463
"0423307828",0.0772,1.1463
"0423307829",0.0772,1.1807
"0423307830",0.0772,1.1463
"0423307831",0.0772,1.1463
"0423307832",0.0772,1.1463
"0423307833",0.0772,1.1251
"0423307834",0.0772,1.1251
"0423307835",0.0772,1.1251
"0423307836",0.0772,1.1251
"0423307837",0.0772,1.1251
"0423307838",0.0772,1.1251
"0423307839",0.0772,1.1251
"0423307840",0.0772,1.0918
"0423307841",0.0772,1.0918
"0423307842",0.0772,1.0898
"0423307843",0.0772,1.0918
"0423307844",0.0772,1.0918
"0423307845",0.0772,1.0918
"0423307846",0.0772,1.0918
"0423307847",0.0772,1.0918
"0423307848",0.0772,1.0585
"0423307849",0.0772,1.0918
"0423307850",0.0772,1.0918
"0423307851",0.0772,1.0918
"0423307852",0.0772,1.0918
"0423307853",0.0772,1.0918
"0423307854",0.0772,1.1241
"0423307855",0.0772,1.112
"0423307856",0.0772,1.112
"0423307857",0.0772,1.112
"0423307858",0.0772,1.0888
"0423307859",0.0772,1.111
"0423307860",0.0772,1.0888
"0423307861",0.0772,1.0888
"0423307862",0.0772,1.0888
"0423307863",0.0772,1.0888
"0423307864",0.0772,1.0565
"0423307865",0.0772,1.0565
"0423307866",0.0772,1.0252
"0423307867",0.0772,1.0252
"0423307868",0.0772,1.0252
"0423307869",0.0772,1.0635
"0423307870",0.0772,1.0635
"0423307871",0.0772,1.0484
"0423307872",0.0772,1.0383
"0423307873",0.0772,1.0474
"0423307874",0.0772,1.0403
"0423307875",0.0772,1.0474
"0423307876",0.0772,1.0605
"0423307877",0.0772,1.0635
"0423307878",0.0772,1.0706
"0423307879",0.0772,1.0534
"0423307880",0.0772,1.0575
"0423307881",0.0772,1.0656
"0423307882",0.0772,0.9811
"0423307883",0.0772,0.9761
"0423307884",0.0772,0.989
"0423307885",0.0772,0.9435
"0423307886",0.0772,0.9752
"0423307887",0.0772,0.9841
"0423307888",0.0772,0.985
"0423307889",0.0772,1.0161
"0423307890",0.0772,1.0201
"0423307891",0.0772,1.0221
"0423307892",0.0772,1.0292
"0423307893",0.0772,1.0393
"0423307894",0.0772,1.0423
"0423307895",0.0772,1.0787
"0423307896",0.0772,1.0554
"0423307897",0.0772,1.0837
"0423307898",0.0772,1.0827
"0423307899",0.0772,1.0443
"0423307900",0.0772,1.0231
"0423307901",0.0772,1.0221
"0423307902",0.0772,1.0221
"0423307903",0.0772,1.0262
"0423307904",0.0772,1.0292
"0423307905",0.0772,1.0363
"0423307906",0.0772,1.0342
"0423307907",0.0772,1.0322
"0423307908",0.0772,0.9841
"0423307909",0.0772,1.0211
"0423307910",0.0772,1.0221
"0423307911",0.0772,1.0262
"0423307912",0.0772,1.0272
"0423307913",0.0772,1.0151
"0423307914",0.0772,1.0787
"0423307915",0.0772,1.0787
"0423307916",0.0772,1.0787
"0423307917",0.0772,1.0787
"0423307918",0.0772,1.0787
"0423307919",0.0772,1.0787
"0423307920",0.0772,1.0918
"0423307921",0.0772,1.0918
"0423307922",0.0772,1.0595
"0423307923",0.0772,1.0595
"0423307924",0.0772,1.0787
"0423307925",0.0772,1.0787
"0423307926",0.0772,1.0787
"0423307927",0.0772,1.0787
"0423307928",0.0772,1.0787
"0423307929",0.0772,1.0363
"0423307930",0.0772,1.0373
"0423307931",0.0772,1.0383
"0423307932",0.0772,1.0383
"0423307933",0.0772,1.0474
"0423307934",0.0772,1.0484
"0423307935",0.0772,1.0494
"0423307936",0.0772,1.0484
"0423307937",0.0772,1.0464
"0423307938",0.0772,1.0464
"0423307939",0.0772,1.0787
"0423307940",0.0772,1.0787
"0423307941",0.0772,1.0787
"0423307942",0.0772,1.0787
"0423307943",0.0772,1.0787
"0423307944",0.0772,1.0787
"0423307945",0.0772,1.0787
"0423307946",0.0772,1.0787
"0423307947",0.0772,1.0787
"0423307948",0.0772,1.0787
"0423307949",0.0772,1.0474
"0423307950",0.0772,1.0474
"0423307951",0.0772,1.0322
"0423307952",0.0772,1.0443
"0423307953",0.0772,1.0363
"0423307954",0.0772,1.0262
"0423307955",0.0772,1.0534
"0423307956",0.0772,1.0534
"0423307957",0.0772,1.0443
"0423307958",0.0772,1.0464
"0423307959",0.0772,1.0554
"0423307960",0.0772,1.0282
"0423307961",0.0772,1.0787
"0423307962",0.0772,1.0787
"0423307963",0.0772,1.111
"0423307964",0.0772,1.112
"0423307965",0.0772,1.112
"0423307966",0.0772,1.2544
"0423307967",0.0772,1.2595
"0423307968",0.0772,1.2605
"0423307969",0.0772,1.2635
"0423307970",0.0772,1.2675
"0423307971",0.0772,1.2675
"0423307972",0.0772,1.2726
"0423307973",0.0772,1.2716
"0423307974",0.0772,1.2756
"0423307975",0.0772,1.2746
"0423307976",0.0772,1.314
"0423407341",0.3366,1.1039
"0423407342",0.3366,1.1403
"0423407343",0.3366,1.1342
"0423407344",0.3366,1.1221
"0423407345",0.3366,1.114
"0423407346",0.3366,1.0999
"0423407347",0.3366,1.0554
"0423407348",0.3366,1.0565
"0423407349",0.3366,1.0827
"0423407350",0.3366,1.0787
"0423407351",0.3366,1.0696
"0423407352",0.3366,1.0464
"0423407353",0.3366,1.1029
"0423407354",0.3366,1.0746
"0423407355",0.3366,1.0716
"0423407356",0.3366,1.0979
"0423407357",0.3366,1.0989
"0423407358",0.3366,1.0464
"0423407359",0.3366,1.0464
"0423407360",0.3366,1.0868
"0423407361",0.3366,1.0464
"0423407362",0.3366,1.0352
"0423407363",0.3366,1.0676
"0423407364",0.3366,1.0676
"0423407365",0.3366,1.0716
"0423407366",0.3366,1.0676
"0423407367",0.3366,1.0676
"0423407368",0.3366,1.0676
"0423407369",0.3366,1.0676
"0423407370",0.3366,1.0999
"0423407371",0.3366,1.0999
"0423407372",0.3366,1.0676
"0423407373",0.3366,1.0676
"0423407374",0.3366,1.0676
"0423407375",0.3534,1.0676
"0423407376",0.3366,1.0676
"0423407377",0.3366,1.0676
"0423407378",0.3465,1.0676
"0423407379",0.0812,1.0565
"0423407380",0.0812,1.0262
"0423407381",0.0812,1.0534
"0423407382",0.0812,1.0181
"0423407383",0.0812,1.0464
"0423407384",0.0812,1.0393
"0423407385",0.0812,1.0878
"0423407386",0.0812,1.0605
"0423407387",0.0812,1.0847
"0423407388",0.0812,1.109
"0423407389",0.0812,1.1059
"0423407390",0.0812,1.107
"0423407391",0.0812,1.0767
"0423407392",0.0812,1.0837
"0423407393",0.0812,1.0908
"0423407394",0.0812,1.0999
"0423407395",0.0812,1.1322
"0423407396",0.0812,1.1282
"0423407397",0.0812,1.1474
"0423407398",0.0812,1.1453
"0423407399",0.0812,1.0878
"0423407400",0.0812,1.0857
"0423407401",0.0812,1.0938
"0423407402",0.0812,1.0847
"0423407403",0.0812,1.1059
"0423407404",0.0812,1.1059
"0423407405",0.0812,1.1373
"0423407406",0.0812,1.1322
"0423407407",0.0812,1.0958
"0423407408",0.0812,1.116
"0423407409",0.0812,1.0807
"0423407410",0.0812,1.1191
"0423407411",0.0812,1.1211
"0423407412",0.0812,1.1241
"0423407413",0.0812,1.1312
"0423407414",0.0812,1.1373
"0423407415",0.0812,1.1463
"0423407416",0.0812,1.1554
"0423407417",0.0812,1.1403
"0423407418",0.0812,1.1585
"0423407419",0.0812,1.1029
"0423407420",0.0792,1.1211
"0423407421",0.0792,1.1524
"0423407422",0.0792,1.1494
"0423407423",0.0792,1.1494
"0423407424",0.0792,1.1524
"0423407425",0.0792,1.1514
"0423407426",0.0792,1.1585
"0423407427",0.0792,1.1686
"0423407428",0.0792,1.1787
"0423407429",0.0792,1.1898
"0423407430",0.0772,1.1817
"0423407431",0.0772,1.1797
"0423407432",0.0772,1.1837
"0423407433",0.0772,1.1857
"0423407434",0.0772,1.21
"0423407435",0.0772,1.1898
"0423407436",0.0772,1.1918
"0423407437",0.0772,1.1928
"0423407438",0.0772,1.2009
"0423407439",0.0772,1.1756
"0423407440",0.0772,1.1777
"0423407441",0.0772,1.1807
"0423407442",0.0772,1.1504
"0423407443",0.0772,1.1746
"0423407444",0.0772,1.1746
"0423407445",0.0772,1.1979
"0423407446",0.0772,1.21
"0423407447",0.0772,1.21
"0423407448",0.0772,1.21
"0423407449",0.0772,1.21
"0423407450",0.0772,1.21
"0423407451",0.0772,1.1746
"0423407452",0.0772,1.21
"0423407453",0.0772,1.2039
"0423407454",0.0772,1.1968
"0423407455",0.0772,1.1888
"0423407456",0.0772,1.1878
"0423407457",0.0772,1.21
"0423407458",0.0772,1.21
"0423407459",0.0772,1.21
"0423407460",0.0772,1.21
"0423407461",0.0772,1.1746
"0423407462",0.0772,1.1746
"0423407463",0.0772,1.1746
"0423407464",0.0772,1.1746
"0423407465",0.0772,1.1403
"0423407466",0.0772,1.1322
"0423407467",0.0772,1.1322
"0423407468",0.0772,1.1241
"0423407469",0.0772,1.1282
"0423407470",0.0772,1.1696
"0423407471",0.0772,1.1968
"0423407472",0.0772,1.1383
"0423407473",0.0772,1.1979
"0423407474",0.0772,1.1979
"0423407475",0.0772,1.1968
"0423407476",0.0772,1.1665
"0423407477",0.0772,1.1968
"0423407478",0.0772,1.1979
"0423407479",0.0772,1.1534
"0423407480",0.0772,1.1474
"0423407481",0.0772,1.1423
"0423407482",0.0772,1.1403
"0423407483",0.0772,1.1463
"0423407484",0.0772,1.1615
"0423407485",0.0772,1.1665
"0423407486",0.0772,1.1746
"0423407487",0.0772,1.1746
"0423407488",0.0772,1.1746
"0423407489",0.0772,1.1403
"0423407490",0.0772,1.1403
"0423407491",0.0772,1.1403
"0423407492",0.0772,1.1746
"0423407493",0.0772,1.1403
"0423407494",0.0772,1.1059
"0423407495",0.0772,1.1403
"0423407496",0.0772,1.1059
"0423407497",0.0772,1.1403
"0423407498",0.0772,1.1403
"0423407499",0.0772,1.1393
"0423407500",0.0772,1.1403
"0423407501",0.0772,1.1746
"0423407502",0.0772,1.1746
"0423407503",0.0772,1.1514
"0423407504",0.0772,1.1514
"0423407505",0.0772,1.1746
"0423407506",0.0772,1.1403
"0423407507",0.0772,1.1746
"0423407508",0.0772,1.1403
"0423407509",0.0772,1.1746
"0423407510",0.0772,1.1746
"0423407511",0.0772,1.1746
"0423407512",0.0772,1.1403
"0423407513",0.0772,1.1393
"0423407514",0.0772,1.1403
"0423407515",0.0772,1.1403
"0423407516",0.0772,1.1403
"0423407517",0.0772,1.1403
"0423407518",0.0772,1.1403
"0423407519",0.0772,1.1746
"0423407520",0.0772,1.1746
"0423407521",0.0772,1.1706
"0423407522",0.0772,1.1059
"0423407523",0.0772,1.1403
"0423407524",0.0772,1.1059
"0423407525",0.0772,1.1059
"0423407526",0.0772,1.1272
"0423407527",0.0772,1.1261
"0423407528",0.0772,1.1352
"0423407529",0.0772,1.1615
"0423407530",0.0772,1.1635
"0423407531",0.0772,1.114
"0423407532",0.0772,1.1615
"0423407533",0.0772,1.1645
"0423407534",0.0772,1.1322
"0423407535",0.0772,1.1413
"0423407536",0.0772,1.1463
"0423407537",0.0772,1.1302
"0423407538",0.0772,1.1373
"0423407539",0.0772,1.1474
"0423407540",0.0772,1.1615
"0423407541",0.0772,1.1979
"0423407542",0.0772,1.1615
"0423407543",0.0772,1.1272
"0423407544",0.0772,1.1615
"0423407545",0.0772,1.1615
"0423407546",0.0772,1.1615
"0423407547",0.0772,1.1615
"0423407548",0.0772,1.1615
"0423407549",0.0772,1.1362
"0423407550",0.0772,1.1615
"0423407551",0.0772,1.1615
"0423407552",0.0772,1.1211
"0423407553",0.0772,1.1979
"0423407554",0.0772,1.1979
"0423407555",0.0772,1.1968
"0423407556",0.0772,1.1605
"0423407557",0.0772,1.1706
"0423407558",0.0772,1.1302
"0423407559",0.0772,1.1181
"0423407560",0.0772,1.114
"0423407561",0.0772,1.107
"0423407562",0.0772,1.1029
"0423407563",0.0772,1.0908
"0423407564",0.0772,1.0888
"0423407565",0.0772,1.0696
"0423407566",0.0772,1.1524
"0423407567",0.0772,1.0958
"0423407568",0.0772,1.0938
"0423407569",0.0772,1.0756
"0423407570",0.0772,1.0696
"0423407571",0.0772,1.0817
"0423407572",0.0772,1.0847
"0423407573",0.0772,1.0777
"0423407574",0.0772,1.0656
"0423407575",0.0772,1.0827
"0423407576",0.0772,1.0514
"0423407577",0.0772,1.0544
"0423407578",0.0772,1.0494
"0423407579",0.0772,1.0605
"0423407580",0.0772,1.0363
"0423407581",0.0772,1.0352
"0423407582",0.0772,1.0666
"0423407583",0.0772,1.0605
"0423407584",0.0772,1.0666
"0423407585",0.0772,1.0585
"0423407586",0.0772,1.0464
"0423407587",0.0772,1.0918
"0423407588",0.0772,1.0393
"0423407589",0.0772,1.0393
"0423407590",0.0772,1.0393
"0423407591",0.0772,1.0393
"0423407592",0.0772,1.0393
"0423407593",0.0772,1.0777
"0423407594",0.0772,1.0746
"0423407595",0.0772,1.0736
"0423407596",0.0772,1.0827
"0423407597",0.0772,1.0585
"0423407598",0.0772,1.0171
"0423407599",0.0772,1.0332
"0423407600",0.0772,1.0231
"0423407601",0.0772,1.0262
"0423407602",0.0772,1.0252
"0423407603",0.0772,1.0302
"0423407604",0.0772,1
"0423407605",0.0772,1.0171
"0423407606",0.0772,1.0201
"0423407607",0.0772,1.0191
"0423407608",0.0772,1.0241
"0423407609",0.0772,1.013
"0423407610",0.0772,1.0918
"0423407611",0.0772,1.0918
"0423407612",0.0772,1.0918
"0423407613",0.0772,1.0585
"0423407614",0.0772,1.0585
"0423407615",0.0772,1.0605
"0423407616",0.0772,1.0504
"0423407617",0.0772,1.0474
"0423407618",0.0772,1.0393
"0423407619",0.0772,1.0383
"0423407620",0.0772,1.0262
"0423407621",0.0772,1.0272
"0423407622",0.0772,1.0322
"0423407623",0.0772,1.0403
"0423407624",0.0772,1.0433
"0423407625",0.0772,1
"0423407626",0.0772,0.987
"0423407627",0.0772,0.986
"0423407628",0.0772,0.989
"0423407629",0.0772,1.011
"0423407630",0.0772,0.988
"0423407631",0.0772,1.0403
"0423407632",0.0772,1.0363
"0423407633",0.0772,1.0322
"0423407634",0.0772,1.0373
"0423407635",0.0772,0.988
"0423407636",0.0772,0.988
"0423407637",0.0772,0.988
"0423407638",0.0772,0.988
"0423407639",0.0772,1.0151
"0423407640",0.0772,1.0393
"0423407641",0.0772,1.0393
"0423407642",0.0772,1.0191
"0423407643",0.0772,1.0191
"0423407644",0.0772,0.988
"0423407645",0.0772,0.988
"0423407646",0.0772,1.0191
"0423407647",0.0772,0.9702
"0423407648",0.0772,0.9702
"0423407649",0.0772,1.0191
"0423407650",0.0772,1.0191
"0423407651",0.0772,0.9702
"0423407652",0.0772,0.9702
"0423407653",0.0772,0.9702
"0423407654",0.0772,0.9643
"0423407655",0.0772,0.9742
"0423407656",0.0772,0.9672
"0423407657",0.0772,0.9652
"0423407658",0.0772,0.9593
"0423407659",0.0772,0.9652
"0423407660",0.0772,0.9623
"0423407661",0.0772,0.9752
"0423407662",0.0772,0.9811
"0423407663",0.0772,0.987
"0423407664",0.0772,0.988
"0423407665",0.0772,1.0383
"0423407666",0.0772,1.0393
"0423407667",0.0772,1.0706
"0423407668",0.0772,1.0393
"0423407669",0.0772,1.0585
"0423407670",0.0772,0.986
"0423407671",0.0772,1.0373
"0423407672",0.0772,0.986
"0423407673",0.0772,0.986
"0423407674",0.0772,0.986
"0423407675",0.0772,0.986
"0423407676",0.0772,0.986
"0423407677",0.0772,0.9672
"0423407678",0.0772,0.9672
"0423407679",0.0772,0.9692
"0423407680",0.0772,1.0373
"0423407681",0.0772,0.9643
"0423407682",0.0772,0.9811
"0423407683",0.0772,0.9732
"0423407684",0.0772,0.9405
"0423407685",0.0772,0.9821
"0423407686",0.0772,0.9742
"0423407687",0.0772,0.9831
"0423407688",0.0772,0.9831
"0423407689",0.0772,0.986
"0423407690",0.0772,0.986
"0423407691",0.0772,0.986
"0423407692",0.0772,0.986
"0423407693",0.0772,1.0383
"0423407694",0.0772,1.0241
"0423407695",0.0772,1.0262
"0423407696",0.0772,1.0494
"0423407697",0.0772,1.0494
"0423407698",0.0772,1.0443
"0423407699",0.0772,1.0706
"0423407700",0.0772,1.0494
"0423407701",0.0772,1.0191
"0423407702",0.0772,1.0191
"0423407703",0.0772,1.0191
"0423407704",0.0772,1.0191
"0423407705",0.0772,1.0191
"0423407706",0.0772,0.9702
"0423407707",0.0772,1.0383
"0423407708",0.0772,1.0403
"0423407709",0.0772,1.0352
"0423407710",0.0772,1.0383
"0423407711",0.0772,0.985
"0423407712",0.0772,1.012
"0423407713",0.0772,1.0191
"0423407714",0.0772,1.0585
"0423407715",0.0772,1.0918
"0423407716",0.0772,1.0918
"0423407717",0.0772,1.0918
"0423407718",0.0772,1.0585
"0423407719",0.0772,1.0585
"0423407720",0.0772,1.0585
"0423407721",0.0772,1.0918
"0423407722",0.0772,1.0918
"0423407723",0.0772,1.0363
"0423407724",0.0772,1.0918
"0423407725",0.0772,1.0625
"0423407726",0.0772,1.0615
"0423407727",0.0772,1.0918
"0423407728",0.0772,1.0918
"0423407729",0.0772,1.0918
"0423407730",0.0772,1.0918
"0423407731",0.0772,1.0595
"0423407732",0.0772,1.0918
"0423407733",0.0772,1.0918
"0423407734",0.0772,1.0918
"0423407735",0.0772,1.0918
"0423407736",0.0772,1.0918
"0423407737",0.0772,1.0918
"0423407738",0.0772,1.0595
"0423407739",0.0772,1.0918
"0423407740",0.0772,1.0918
"0423407741",0.0772,1.1676
"0423407742",0.0772,1.1827
"0423407743",0.0772,1.1645
"0423407744",0.0772,1.1797
"0423407745",0.0772,1.1716
"0423407746",0.0772,1.1635
"0423407747",0.0772,1.1544
"0423407748",0.0772,1.0918
"0423407749",0.0772,1.0918
"0423407750",0.0772,1.1474
"0423407751",0.0772,1.1504
"0423407752",0.0772,1.0918
"0423407753",0.0772,1.0918
"0423407754",0.0772,1.0918
"0423407755",0.0772,1.1928
"0423407756",0.0772,1.2039
"0423407757",0.0772,1.2171
"0423407758",0.0772,1.1999
"0423407759",0.0772,1.209
"0423407760",0.0772,1.1625
"0423407761",0.0772,1.1514
"0423407762",0.0772,1.1504
"0423407763",0.0772,1.1241
"0423407764",0.0772,1.1251
"0423407765",0.0772,1.1686
"0423407766",0.0772,1.1585
"0423407767",0.0772,1.0918
"0423407768",0.0772,1.1241
"0423407769",0.0772,1.1241
"0423407770",0.0772,1.1241
"0423407771",0.0772,1.1241
"0423407772",0.0772,1.1878
"0423407773",0.0772,1.1645
"0423407774",0.0772,1.1645
"0423407775",0.0772,1.1463
"0423407776",0.0772,1.1463
"0423407777",0.0772,1.1463
"0423407778",0.0772,1.1463
"0423407779",0.0772,1.1463
"0423407780",0.0772,1.1463
"0423407781",0.0772,1.1463
"0423407782",0.0772,1.1463
"0423407783",0.0772,1.1463
"0423407784",0.0772,1.2403
"0423407785",0.0772,1.2302
"0423407786",0.0772,1.2171
"0423407787",0.0772,1.213
"0423407788",0.0772,1.2009
"0423407789",0.0772,1.1908
"0423407790",0.0772,1.1807
"0423407791",0.0772,1.1807
"0423407792",0.0772,1.1807
"0423407793",0.0772,1.1807
"0423407794",0.0772,1.216
"0423407795",0.0772,1.216
"0423407796",0.0772,1.216
"0423407797",0.0772,1.1463
"0423407798",0.0772,1.1463
"0423407799",0.0772,1.1463
"0423407800",0.0772,1.1463
"0423407801",0.0772,1.1463
"0423407802",0.0772,1.1797
"0423407803",0.0772,1.1797
"0423407804",0.0772,1.1463
"0423407805",0.0772,1.1463
"0423407806",0.0772,1.1463
"0423407807",0.0772,1.1463
"0423407808",0.0772,1.1453
"0423407809",0.0772,1.1453
"0423407810",0.0772,1.1453
"0423407811",0.0772,1.1453
"0423407812",0.0772,1.112
"0423407813",0.0772,1.1453
"0423407814",0.0772,1.112
"0423407815",0.0772,1.1201
"0423407816",0.0772,1.112
"0423407817",0.0772,1.1463
"0423407818",0.0772,1.1463
"0423407819",0.0772,1.1807
"0423407820",0.0772,1.1807
"0423407821",0.0772,1.1807
"0423407822",0.0772,1.1463
"0423407823",0.0772,1.1463
"0423407824",0.0772,1.1463
"0423407825",0.0772,1.1463
"0423407826",0.0772,1.1463
"0423407827",0.0772,1.1463
"0423407828",0.0772,1.1463
"0423407829",0.0772,1.1807
"0423407830",0.0772,1.1463
"0423407831",0.0772,1.1463
"0423407832",0.0772,1.1463
"0423407833",0.0772,1.1251
"0423407834",0.0772,1.1251
"0423407835",0.0772,1.1251
"0423407836",0.0772,1.1251
"0423407837",0.0772,1.1251
"0423407838",0.0772,1.1251
"0423407839",0.0772,1.1241
"0423407840",0.0772,1.0918
"0423407841",0.0772,1.0898
"0423407842",0.0772,1.0585
"0423407843",0.0772,1.0918
"0423407844",0.0772,1.0918
"0423407845",0.0772,1.0918
"0423407846",0.0772,1.0918
"0423407847",0.0772,1.0918
"0423407848",0.0772,1.0585
"0423407849",0.0772,0.985
"0423407850",0.0772,1.0918
"0423407851",0.0772,1.0918
"0423407852",0.0772,1.112
"0423407853",0.0772,1.0918
"0423407854",0.0772,1.0918
"0423407855",0.0772,1.112
"0423407856",0.0772,1.112
"0423407857",0.0772,1.112
"0423407858",0.0772,1.0888
"0423407859",0.0772,1.0888
"0423407860",0.0772,1.0888
"0423407861",0.0772,1.0888
"0423407862",0.0772,1.0888
"0423407863",0.0772,1.0767
"0423407864",0.0772,1.0868
"0423407865",0.0772,1.0544
"0423407866",0.0772,1.0565
"0423407867",0.0772,1.0484
"0423407868",0.0772,1.0423
"0423407869",0.0772,1.0575
"0423407870",0.0772,1.0524
"0423407871",0.0772,1.0352
"0423407872",0.0772,1.0312
"0423407873",0.0772,1.0282
"0423407874",0.0772,1.0292
"0423407875",0.0772,1.0373
"0423407876",0.0772,1.0504
"0423407877",0.0772,1.0575
"0423407878",0.0772,1.0615
"0423407879",0.0772,1.0534
"0423407880",0.0772,1.0504
"0423407881",0.0772,1.0352
"0423407882",0.0772,1.0252
"0423407883",0.0772,1.0252
"0423407884",0.0772,1.0312
"0423407885",0.0772,1.0302
"0423407886",0.0772,0.9504
"0423407887",0.0772,0.9534
"0423407888",0.0772,0.9583
"0423407889",0.0772,0.9633
"0423407890",0.0772,1.0161
"0423407891",0.0772,1.0231
"0423407892",0.0772,1.0252
"0423407893",0.0772,0.9841
"0423407894",0.0772,1.013
"0423407895",0.0772,1.0787
"0423407896",0.0772,1.0787
"0423407897",0.0772,1.0302
"0423407898",0.0772,1.0534
"0423407899",0.0772,1.0656
"0423407900",0.0772,1.0585
"0423407901",0.0772,1.0252
"0423407902",0.0772,1.0252
"0423407903",0.0772,1.014
"0423407904",0.0772,1.0151
"0423407905",0.0772,1.0171
"0423407906",0.0772,1.0181
"0423407907",0.0772,1.0373
"0423407908",0.0772,1.0342
"0423407909",0.0772,1.0706
"0423407910",0.0772,1.0696
"0423407911",0.0772,1.0736
"0423407912",0.0772,1.0787
"0423407913",0.0772,1.0787
"0423407914",0.0772,1.0787
"0423407915",0.0772,1.0787
"0423407916",0.0772,1.0787
"0423407917",0.0772,1.0787
"0423407918",0.0772,1.0787
"0423407919",0.0772,1.0787
"0423407920",0.0772,1.0787
"0423407921",0.0772,1.0787
"0423407922",0.0772,1.0787
"0423407923",0.0772,1.0787
"0423407924",0.0772,1.0787
"0423407925",0.0772,1.0787
"0423407926",0.0772,1.0787
"0423407927",0.0772,1.0787
"0423407928",0.0772,1.0787
"0423407929",0.0772,1.0363
"0423407930",0.0772,1.0454
"0423407931",0.0772,1.0464
"0423407932",0.0772,1.0383
"0423407933",0.0772,1.0393
"0423407934",0.0772,0.9821
"0423407935",0.0772,0.9821
"0423407936",0.0772,1.0464
"0423407937",0.0772,1.0464
"0423407938",0.0772,1.0787
"0423407939",0.0772,1.0787
"0423407940",0.0772,1.0787
"0423407941",0.0772,1.0787
"0423407942",0.0772,1.0787
"0423407943",0.0772,1.0464
"0423407944",0.0772,1.0656
"0423407945",0.0772,1.0787
"0423407946",0.0772,1.0777
"0423407947",0.0772,1.0312
"0423407948",0.0772,1.0363
"0423407949",0.0772,1.0363
"0423407950",0.0772,1.0403
"0423407951",0.0772,1.0443
"0423407952",0.0772,1.0474
"0423407953",0.0772,1.0787
"0423407954",0.0772,0.9752
"0423407955",0.0772,1.0262
"0423407956",0.0772,1.0272
"0423407957",0.0772,1.0666
"0423407958",0.0772,1.0262
"0423407959",0.0772,1.0282
"0423407960",0.0772,0.9742
"0423407961",0.0772,1.0787
"0423407962",0.0772,1.0787
"0423407963",0.0772,1.111
"0423407964",0.0772,1.2504
"0423407965",0.0772,1.2544
"0423407966",0.0772,1.2564
"0423407967",0.0772,1.2575
"0423407968",0.0772,1.2625
"0423407969",0.0772,1.2655
"0423407970",0.0772,1.2706
"0423407971",0.0772,1.2706
"0423407972",0.0772,1.2726
"0423407973",0.0772,1.2726
"0423407974",0.0772,1.2746
"0423407975",0.0772,1.2746
"0423407976",0.0772,1.314
"0423507340",0.3366,1.1211
"0423507341",0.3366,1.1211
"0423507342",0.3366,1.1423
"0423507343",0.3366,1.0989
"0423507344",0.3366,1.108
"0423507345",0.3366,1.1211
"0423507346",0.3366,1.1211
"0423507347",0.3366,1.0868
"0423507348",0.3366,1.0878
"0423507349",0.3366,1.0878
"0423507350",0.3366,1.0878
"0423507351",0.3366,1.0918
"0423507352",0.3366,1.1039
"0423507353",0.3366,1.0989
"0423507354",0.3366,1.0756
"0423507355",0.3366,1.0767
"0423507356",0.3366,1.0989
"0423507357",0.3366,1.0464
"0423507358",0.3366,1.013
"0423507359",0.3366,1.0464
"0423507360",0.3366,1.0898
"0423507361",0.3366,1.0161
"0423507362",0.3366,1.0161
"0423507363",0.3366,1.0161
"0423507364",0.3366,1.0847
"0423507365",0.3366,1.0787
"0423507366",0.3366,1.0666
"0423507367",0.3366,1.0676
"0423507368",0.3366,1.1019
"0423507369",0.3366,1.1039
"0423507370",0.3366,1.108
