"","zip","fire1","fire2","brush_fire","water_weather","water_nonweather","wind","hail","lightning","theft","liability","hurricane","other"
"229","10927",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"230","10928",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"231","10930",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"232","10931",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"233","10932",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"234","10933",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"235","10940",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"236","10941",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"237","10950",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"238","10952",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"239","10953",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"240","10954",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"241","10956",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"242","10958",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"243","10960",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"244","10962",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"245","10963",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"246","10964",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"247","10965",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"248","10968",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"249","10969",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"250","10970",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"251","10973",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"252","10974",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"253","10975",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"254","10976",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"255","10977",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"256","10979",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"257","10980",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"258","10981",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"259","10983",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"260","10984",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"261","10985",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"262","10986",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"263","10987",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"264","10988",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"265","10989",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"266","10990",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"267","10992",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"268","10993",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"269","10994",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"270","10996",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"271","10998",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"272","11001",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"273","11003",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"274","11004",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,0.7821,4.3834,0.7613
"275","11005",1.0958,1.0958,1,0.8544,0.6029,1.0989,0.8771,0.7534,1.7614,0.7821,4.3834,0.7613
"276","11010",1.0958,1.0958,1,0.8544,0.6029,1.0989,0.8771,0.7534,0.896,1.5827,4.3834,0.7613
"277","11020",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,1.7614,0.7821,4.7318,0.7613
"278","11021",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"279","11023",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"280","11024",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"281","11030",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"282","11040",1.0958,1.0958,1,0.8544,0.6029,1.0989,0.8771,0.7534,1.7614,0.7821,4.3834,0.7613
"283","11042",1.0958,1.0958,1,0.8544,0.6029,1.0989,0.8771,0.7534,1.7614,0.7821,4.3834,0.7613
"284","11050",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"285","11096",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,0.896,1.5827,5.4257,0.394
"286","11101",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"287","11102",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"288","11103",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"289","11104",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"290","11105",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"291","11106",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"292","11109",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"293","11201",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"294","11203",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"295","11204",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"296","11205",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"297","11206",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"298","11207",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"299","11208",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"300","11209",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"301","11210",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"302","11211",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"303","11212",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"304","11213",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"305","11214",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"306","11215",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"307","11216",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"308","11217",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"309","11218",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"310","11219",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"311","11220",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"312","11221",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"313","11222",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"314","11223",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"315","11224",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"316","11225",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"317","11226",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"318","11228",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"319","11229",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"320","11230",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"321","11231",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"322","11232",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"323","11233",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"324","11234",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"325","11235",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"326","11236",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"327","11237",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"328","11238",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"329","11239",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"330","11241",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"331","11242",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"332","11243",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"333","11249",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"334","11252",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"335","11256",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"336","11351",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"337","11354",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"338","11355",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"339","11356",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"340","11357",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"341","11358",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"342","11359",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"343","11360",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"344","11361",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"345","11362",1.0958,1.0958,1,0.8544,0.6029,1.0989,0.8771,0.7534,1.7614,0.7821,4.3834,0.7613
"346","11363",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,1.7614,0.7821,4.3834,0.7613
"347","11364",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"348","11365",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"349","11366",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"350","11367",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"351","11368",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"352","11369",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"353","11370",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"354","11371",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"355","11372",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"356","11373",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"357","11374",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"358","11375",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"359","11377",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"360","11378",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"361","11379",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"362","11385",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"363","11411",1.3625,1.3625,1,0.8544,1.3968,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"364","11412",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"365","11413",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"366","11414",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"367","11415",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"368","11416",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"369","11417",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"370","11418",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"371","11419",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"372","11420",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"373","11421",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"374","11422",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"375","11423",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"376","11426",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,0.7821,4.3834,0.394
"377","11427",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,0.7821,4.3834,0.7613
"378","11428",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,0.7821,4.3834,0.7613
"379","11429",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"380","11430",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"381","11432",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"382","11433",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"383","11434",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"384","11435",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"385","11436",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"386","11501",1.0958,1.0958,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.3834,0.7613
"387","11507",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.3834,0.7613
"388","11509",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,0.896,1.5827,5.4257,0.394
"389","11510",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"390","11514",1.0958,1.0958,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.3834,0.7613
"391","11516",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.394
"392","11518",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"393","11520",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"394","11530",1.0958,1.0958,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"395","11542",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,1.7837
"396","11545",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,1.7837
"397","11547",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,1.7837
"398","11548",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"399","11550",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"400","11552",1.0958,1.0958,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"401","11553",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"402","11554",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,1.7837
"403","11556",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"404","11557",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"405","11558",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"406","11559",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,0.896,1.5827,5.4257,0.394
"407","11560",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,1.7837
"408","11561",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"409","11563",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"410","11565",1.3625,1.3625,1,0.8544,0.6029,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"411","11566",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"412","11568",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"413","11569",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"414","11570",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"415","11572",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"416","11575",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"417","11576",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"418","11577",1.3625,1.3625,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.3834,0.7613
"419","11579",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,1.7837
"420","11580",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,1.7614,1.5827,4.7096,0.7613
"421","11581",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"422","11590",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.7096,0.7613
"423","11596",1.0958,1.0958,1,0.8544,0.6029,1.0989,0.8771,0.7534,0.896,0.7821,4.3834,0.7613
"424","11598",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"425","11599",1.0958,1.0958,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"426","11691",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"427","11692",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"428","11693",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"429","11694",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"430","11697",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"431","11701",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"432","11702",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,5.4257,1.7837
"433","11703",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,5.4257,1.8685
"434","11704",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,5.4257,1.7837
"435","11705",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,7.0963,1.8685
"436","11706",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,5.4257,1.8685
"437","11709",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,1.7837
"438","11710",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"439","11713",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,7.0963,1.8685
"440","11714",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.7096,1.7837
"441","11715",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,7.0963,1.8685
"442","11716",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,5.4257,1.8685
"443","11717",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,4.7096,1.8685
"444","11718",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,5.4257,1.8685
"445","11719",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,7.0963,1.2948
"446","11720",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,4.7096,1.8685
"447","11721",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,5.6914,1.8685
"448","11722",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,4.7096,1.8685
"449","11724",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,5.6914,1.7837
"450","11725",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7096,1.8685
"451","11726",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,5.4257,0.7613
"452","11727",1.3625,1.3625,1,1.3433,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,4.7096,1.8685
"453","11729",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.7096,1.8685
"454","11730",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,7.0963,1.8685
