"zip","fire1","fire2","brush_fire","water_weather","water_nonweather","wind","hail","lightning","theft","liability","hurricane","other"
"10941",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10950",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10952",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10953",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10954",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10956",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10958",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10960",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10962",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10963",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10964",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10965",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10968",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10969",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10970",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10973",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10974",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10975",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10976",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10977",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10979",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10980",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10981",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10983",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10984",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10985",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10986",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10987",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10988",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10989",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10990",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10992",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10993",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10994",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10996",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"10998",0.8662,0.8662,1,0.8187,1.0898,0.7504,0.9474,1.2726,1.1221,0.6613,0,0.9276
"11001",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"11003",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"11004",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,0.7821,4.3834,0.7613
"11005",1.0958,1.0958,1,0.8544,0.6029,1.0989,0.8771,0.7534,1.7614,0.7821,4.3834,0.7613
"11010",1.0958,1.0958,1,0.8544,0.6029,1.0989,0.8771,0.7534,0.896,1.5827,4.3834,0.7613
"11020",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,1.7614,0.7821,4.7318,0.7613
"11021",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"11023",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"11024",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"11030",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"11040",1.0958,1.0958,1,0.8544,0.6029,1.0989,0.8771,0.7534,1.7614,0.7821,4.3834,0.7613
"11042",1.0958,1.0958,1,0.8544,0.6029,1.0989,0.8771,0.7534,1.7614,0.7821,4.3834,0.7613
"11050",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"11096",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,0.896,1.5827,5.4257,0.394
"11101",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11102",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11103",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11104",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11105",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11106",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11109",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11201",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11203",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11204",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"11205",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11206",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11207",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11208",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11209",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"11210",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"11211",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11212",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11213",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11214",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"11215",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11216",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11217",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11218",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"11219",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"11220",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11221",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11222",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11223",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"11224",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"11225",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11226",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"11228",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"11229",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"11230",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"11231",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11232",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11233",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11234",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"11235",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"11236",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"11237",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11238",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11239",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"11241",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11242",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11243",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11249",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11252",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"11256",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11351",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"11354",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"11355",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11356",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"11357",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"11358",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"11359",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"11360",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"11361",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"11362",1.0958,1.0958,1,0.8544,0.6029,1.0989,0.8771,0.7534,1.7614,0.7821,4.3834,0.7613
"11363",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,1.7614,0.7821,4.3834,0.7613
"11364",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11365",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11366",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11367",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11368",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11369",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11370",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11371",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.7613
"11372",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11373",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11374",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11375",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11377",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11378",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11379",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11385",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11411",1.3625,1.3625,1,0.8544,1.3968,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11412",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11413",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11414",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"11415",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11416",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11417",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11418",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11419",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11420",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11421",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11422",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"11423",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11426",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,0.7821,4.3834,0.394
"11427",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,0.7821,4.3834,0.7613
"11428",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,0.7821,4.3834,0.7613
"11429",1.0958,1.0958,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11430",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.7096,0.394
"11432",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11433",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11434",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11435",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11436",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,4.3834,0.394
"11501",1.0958,1.0958,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.3834,0.7613
"11507",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.3834,0.7613
"11509",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,0.896,1.5827,5.4257,0.394
"11510",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11514",1.0958,1.0958,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.3834,0.7613
"11516",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.394
"11518",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11520",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11530",1.0958,1.0958,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"11542",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,1.7837
"11545",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,1.7837
"11547",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,1.7837
"11548",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"11550",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"11552",1.0958,1.0958,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"11553",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"11554",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,1.7837
"11556",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"11557",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11558",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11559",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,0.896,1.5827,5.4257,0.394
"11560",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,1.7837
"11561",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11563",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"11565",1.3625,1.3625,1,0.8544,0.6029,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"11566",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11568",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"11569",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11570",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11572",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11575",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"11576",1.0958,1.0958,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.7318,0.7613
"11577",1.3625,1.3625,1,0.8544,0.6029,1.712,1.52,1.4756,0.896,0.7821,4.3834,0.7613
"11579",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,1.7837
"11580",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,1.7614,1.5827,4.7096,0.7613
"11581",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"11590",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.7096,0.7613
"11596",1.0958,1.0958,1,0.8544,0.6029,1.0989,0.8771,0.7534,0.896,0.7821,4.3834,0.7613
"11598",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11599",1.0958,1.0958,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,4.7096,0.7613
"11691",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"11692",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"11693",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"11694",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"11697",1.3625,1.3625,1,0.8544,0.6029,0.6257,0.4267,0.4821,1.7614,1.5827,5.4257,0.394
"11701",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11702",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,5.4257,1.7837
"11703",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,5.4257,1.8685
"11704",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,5.4257,1.7837
"11705",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,7.0963,1.8685
"11706",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,5.4257,1.8685
"11709",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7318,1.7837
"11710",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.5827,5.4257,0.7613
"11713",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,7.0963,1.8685
"11714",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.7096,1.7837
"11715",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,7.0963,1.8685
"11716",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,5.4257,1.8685
"11717",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,4.7096,1.8685
"11718",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,5.4257,1.8685
"11719",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,7.0963,1.2948
"11720",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,4.7096,1.8685
"11721",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,5.6914,1.8685
"11722",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,4.7096,1.8685
"11724",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,5.6914,1.7837
"11725",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7096,1.8685
"11726",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,5.4257,0.7613
"11727",1.3625,1.3625,1,1.3433,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,4.7096,1.8685
"11729",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.7096,1.8685
"11730",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,7.0963,1.8685
"11731",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7096,1.8685
"11732",1.0958,1.0958,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7096,1.7837
"11733",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,1.62,5.6914,1.8685
"11735",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.7096,1.7837
"11737",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.7096,1.7837
"11738",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,4.7096,1.8685
"11739",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,7.0963,1.8685
"11740",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7096,1.8685
"11741",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,4.7096,1.8685
"11742",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.8979,4.7096,1.8685
"11743",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,5.6914,1.8685
"11746",1.3625,1.3625,1,0.8544,1.3968,1.712,1.52,1.4756,0.896,0.7821,4.7096,1.8685
"11747",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,0.7821,4.7096,1.8685
"11749",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,4.7096,1.8685
"11751",1.3625,1.3625,1,0.8544,1.3968,1.0989,0.8771,0.7534,0.896,1.62,5.4257,1.8685
